"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",8429,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",2326,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",640,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",5754,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",5421,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",937,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",2799,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",6439,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",2602,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",2126,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",4838,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",5813,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",166,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",2808,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",11929,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",612,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",735,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",6268,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",1975,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",6974,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",5678,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",1510,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",2556,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",1814,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",6231,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",1789,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",456,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",4376,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",4103,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",694,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",4291,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",102,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",2100,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",8983,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",449,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",579,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",4628,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",1565,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",5314,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",4419,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",1150,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",1782,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",4874,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",1396,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",393,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",3194,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",2975,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",483,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",1670,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",3801,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","99","totale","2020","2020",1501,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y96","96 anni","99","totale","2020","2020",3253,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y96","96 anni","99","totale","2020","2020",89,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y96","96 anni","99","totale","2020","2020",2359,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y96","96 anni","99","totale","2020","2020",411,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y96","96 anni","99","totale","2020","2020",1202,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y96","96 anni","99","totale","2020","2020",2514,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y96","96 anni","99","totale","2020","2020",1033,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y96","96 anni","99","totale","2020","2020",1564,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y96","96 anni","99","totale","2020","2020",6634,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y96","96 anni","99","totale","2020","2020",350,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y96","96 anni","99","totale","2020","2020",512,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y96","96 anni","99","totale","2020","2020",3617,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y96","96 anni","99","totale","2020","2020",1187,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y96","96 anni","99","totale","2020","2020",4012,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y96","96 anni","99","totale","2020","2020",3304,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y96","96 anni","99","totale","2020","2020",783,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y96","96 anni","99","totale","2020","2020",1368,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y96","96 anni","99","totale","2020","2020",3618,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y96","96 anni","99","totale","2020","2020",1002,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y96","96 anni","99","totale","2020","2020",269,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y96","96 anni","99","totale","2020","2020",2366,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2020","2020",2411,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2020","2020",63,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2020","2020",1174,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2020","2020",4624,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2020","2020",777,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2020","2020",276,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2020","2020",357,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2020","2020",2412,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2020","2020",833,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2020","2020",2809,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2020","2020",2292,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2020","2020",542,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2020","2020",935,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2020","2020",2566,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2020","2020",745,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2020","2020",219,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2020","2020",291,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2020","2020",1670,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2020","2020",1625,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2020","2020",814,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","99","totale","2020","2020",1867,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2020","2020",1610,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2020","2020",49,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2020","2020",799,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2020","2020",3328,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2020","2020",167,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2020","2020",236,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2020","2020",1664,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2020","2020",682,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2020","2020",2008,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2020","2020",1681,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2020","2020",423,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2020","2020",691,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2020","2020",1812,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2020","2020",526,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2020","2020",162,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2020","2020",1149,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2020","2020",1078,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2020","2020",226,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2020","2020",567,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2020","2020",1199,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","99","totale","2020","2020",503,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2020","2020",829,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2020","2020",388,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2020","2020",1008,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2020","2020",29,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2020","2020",547,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2020","2020",2093,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2020","2020",103,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2020","2020",165,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2020","2020",1068,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2020","2020",426,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2020","2020",1289,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2020","2020",249,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2020","2020",446,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2020","2020",1230,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2020","2020",332,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2020","2020",1098,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2020","2020",97,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2020","2020",783,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2020","2020",725,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2020","2020",107,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","99","totale","2020","2020",409,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y_GE100","100 anni e più","99","totale","2020","2020",91,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y_GE100","100 anni e più","99","totale","2020","2020",127,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y_GE100","100 anni e più","99","totale","2020","2020",1142,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y_GE100","100 anni e più","99","totale","2020","2020",1415,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y_GE100","100 anni e più","99","totale","2020","2020",1096,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y_GE100","100 anni e più","99","totale","2020","2020",30,,
